Order_ID,Gender_Category,Product_Line,Product_Name,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,clothing_sizes,Shoe_Size,years,month
3294,Women,Basketball,LeBron 20,1.0,6970.47,0.0,6970.47,,Retail,Kolkata,101.37,,,,
3295,Women,Training,SuperRep Go,3.0,2983.6,0.0,8950.8,2024/12/29,Online,Delhi,3650.65,,10.0,2024.0,12.0
2021,Kids,Running,React Infinity,4.0,7557.71,0.0,30230.84,,Online,Hyderabad,2465.98,,12.0,,
3297,Men,Lifestyle,Air Force 1,2.0,5875.99,0.0,11751.98,2025/07/02,Online,Delhi,3803.18,L,,2025.0,7.0
3298,Men,Training,ZoomX Invincible,4.0,9716.03,0.0,38864.12,,Online,Mumbai,2961.23,,,,
3299,Men,Basketball,Kyrie Flytrap,2.0,7561.85,0.68,4839.58,,Retail,Bangalore,1517.07,,,,
3300,Women,Basketball,Air Jordan,2.0,9871.75,0.0,19743.5,2024/12/18,Retail,Bangalore,3436.23,L,,2024.0,12.0
3301,Women,Lifestyle,Waffle One,1.0,4492.46,0.0,4492.46,,Retail,Hyderabad,1018.52,L,,,
3302,Women,Soccer,Tiempo Legend,1.0,6226.74,0.0,6226.74,2025/05/12,Retail,Pune,316.51,M,,2025.0,5.0
3303,Kids,Soccer,Tiempo Legend,2.0,6380.5,0.0,12761.0,2024/10/19,Online,Kolkata,2846.02,,9.0,2024.0,10.0
3304,Women,Running,React Infinity,2.0,8136.39,0.65,5695.47,2024/11/15,Online,Mumbai,2405.3,M,,2024.0,11.0
3305,Kids,Running,Free RN,1.0,4216.14,0.0,4216.14,2024/10/17,Retail,Hyderabad,687.95,,,2024.0,10.0
3306,Kids,Basketball,LeBron 20,3.0,3588.38,0.25,8073.85,2024/07/30,Retail,Mumbai,3052.49,L,,2024.0,7.0
3307,Women,Soccer,Mercurial Superfly,1.0,7127.99,0.0,7127.99,2024/12/08,Online,Mumbai,818.55,M,,2024.0,12.0
3308,Men,Training,ZoomX Invincible,9.0,5690.69,0.85,7682.43,2025/04/08,Online,Bangalore,2625.19,,,2025.0,4.0
3309,Men,Lifestyle,Air Force 1,1.0,5594.08,0.0,5594.08,2023/09/12,Retail,Hyderabad,626.95,,,2023.0,9.0
3310,Women,Running,Free RN,4.0,2149.28,0.21,6791.72,2025/04/18,Retail,Kolkata,2856.16,M,,2025.0,4.0
3311,Kids,Soccer,Premier III,3.0,2708.73,0.04,7801.14,2025/02/05,Online,Delhi,3152.21,M,,2025.0,2.0
3312,Women,Basketball,Zoom Freak,1.0,8069.3,0.0,8069.3,2025/05/25,Retail,Pune,95.96,M,,2025.0,5.0
3313,Kids,Basketball,Kyrie Flytrap,1.0,9460.52,0.0,9460.52,,Retail,Hyderabad,476.54,,8.0,,
3314,Men,Training,ZoomX Invincible,2.0,7050.14,0.0,14100.28,,Retail,Hyderabad,815.54,,9.0,,
3315,Women,Training,Metcon 7,2.0,2201.54,0.0,4403.08,,Retail,Bangalore,1345.26,XL,,,
3316,Women,Running,React Infinity,1.0,8136.39,0.99,81.36,2024/04/25,Online,Bangalore,27.15,L,,2024.0,4.0
3317,Kids,Basketball,Air Jordan,3.0,3285.52,0.0,9856.56,,Online,Hyderabad,3852.52,,10.0,,
3318,Men,Training,Flex Trainer,1.0,3270.23,0.0,3270.23,2025/04/11,Online,Delhi,1096.06,XL,,2025.0,4.0
3319,Women,Running,Air Zoom,1.0,6109.1,0.37,3848.73,2024/09/28,Retail,Mumbai,846.73,XL,,2024.0,9.0
3320,Kids,Basketball,Air Jordan,1.0,8046.47,0.05,7644.15,2024/09/12,Online,Kolkata,274.91,,,2024.0,9.0
3321,Kids,Soccer,Tiempo Legend,4.0,4986.67,0.99,0.0,2025/01/15,Retail,Mumbai,3170.16,M,,2025.0,1.0
3322,Men,Training,Metcon 7,1.0,4020.5,0.0,4020.5,2023/08/28,Online,Hyderabad,864.55,M,,2023.0,8.0
3323,Men,Running,Air Zoom,1.0,8130.74,0.07,7561.59,2024/01/01,Retail,Delhi,687.56,,,2024.0,1.0
3324,Women,Lifestyle,Dunk Low,1.0,9936.94,0.0,9936.94,2024/08/17,Retail,Hyderabad,871.48,,,2024.0,8.0
3325,Kids,Basketball,LeBron 20,1.0,3588.38,0.0,3588.38,2024/11/06,Online,Hyderabad,1115.7,L,,2024.0,11.0
3326,Men,Training,SuperRep Go,3.0,6819.78,0.88,2455.12,2025/05/30,Online,Mumbai,991.04,M,,2025.0,5.0
3327,Men,Training,Flex Trainer,3.0,3270.23,0.0,9810.69,2025/10/03,Online,Bangalore,1155.61,,12.0,2025.0,10.0
3328,Women,Soccer,Phantom GT,1.0,3883.92,0.25,2912.94,2024/09/20,Online,Pune,2132.49,,,2024.0,9.0
3329,Kids,Training,ZoomX Invincible,1.0,6743.07,0.0,6743.07,2024/04/28,Retail,Kolkata,530.29,M,,2024.0,4.0
3330,Women,Training,Metcon 7,1.0,2201.54,0.85,330.23,,Online,Kolkata,1714.75,M,,,
3331,Kids,Soccer,Phantom GT,1.0,9040.55,0.0,9040.55,,Retail,Mumbai,2233.57,L,,,
3332,Men,Training,SuperRep Go,3.0,3106.54,0.0,9319.62,,Retail,Pune,3793.25,L,,,
3333,Kids,Training,SuperRep Go,2.0,9671.05,0.0,19342.1,,Retail,Kolkata,1519.97,L,,,
3334,Kids,Soccer,Tiempo Legend,3.0,2471.71,0.0,7415.13,2023/11/14,Online,Mumbai,1190.89,L,,2023.0,11.0
3335,Men,Soccer,Premier III,1.0,3138.53,0.0,3138.53,2024/08/17,Retail,Delhi,1221.99,,,2024.0,8.0
3336,Kids,Running,React Infinity,2.0,4334.53,0.0,8669.06,2025/03/31,Online,Hyderabad,2759.16,XL,,2025.0,3.0
3337,Men,Training,ZoomX Invincible,4.0,5690.69,0.0,22762.76,2024/10/10,Online,Delhi,2915.13,L,,2024.0,10.0
3338,Women,Training,ZoomX Invincible,108.0,7978.89,0.99,8617.2,2025/09/06,Online,Kolkata,3011.73,L,,2025.0,9.0
3339,Men,Lifestyle,Air Force 1,1.0,6656.01,0.0,6656.01,2025/05/15,Retail,Delhi,2014.52,,,2025.0,5.0
3340,Kids,Soccer,Premier III,3.0,3248.74,0.0,9746.22,2024/12/29,Retail,Mumbai,2551.47,M,,2024.0,12.0
3341,Kids,Training,Metcon 7,3.0,8387.99,0.0,25163.97,2024/03/23,Online,Bangalore,1693.41,,8.0,2024.0,3.0
2037,Women,Lifestyle,Dunk Low,4.0,9936.94,0.99,0.0,2025/04/11,Online,Delhi,3651.05,,12.0,2025.0,4.0
3343,Kids,Basketball,Air Jordan,3.0,9405.77,0.0,28217.31,2024/12/11,Retail,Hyderabad,1688.78,L,,2024.0,12.0
3344,Kids,Soccer,Mercurial Superfly,11.0,8217.37,0.99,903.91,2025/06/24,Retail,Hyderabad,303.77,,12.0,2025.0,6.0
2048,Men,Lifestyle,Blazer Mid,1.0,7662.11,0.0,7662.11,,Online,Bangalore,1635.47,XL,,,
3346,Kids,Training,SuperRep Go,4.0,9671.05,0.15,32881.57,,Retail,Delhi,3392.46,,12.0,,
3347,Men,Training,ZoomX Invincible,1.0,4389.44,0.0,4389.44,,Online,Mumbai,1546.55,L,,,
3348,Women,Soccer,Mercurial Superfly,4.0,2114.86,0.0,8459.44,2024/09/26,Online,Hyderabad,2636.76,,9.0,2024.0,9.0
3349,Men,Training,ZoomX Invincible,17.0,8180.92,0.99,1390.76,,Retail,Hyderabad,481.2,M,,,
3350,Women,Basketball,Zoom Freak,2.0,5075.22,0.48,5278.23,2025/05/28,Online,Bangalore,2199.43,L,,2025.0,5.0
3351,Men,Training,SuperRep Go,1.0,5319.24,0.48,2766.0,,Online,Kolkata,382.32,,,,
3352,Women,Training,SuperRep Go,1.0,6622.41,0.23,5099.26,2025/03/01,Retail,Pune,1437.43,,9.0,2025.0,3.0
2028,Men,Basketball,Kyrie Flytrap,4.0,2824.55,0.0,11298.2,,Online,Delhi,1123.78,,7.0,,
3354,Men,Lifestyle,Dunk Low,1.0,6537.29,0.4,3922.37,2024/01/11,Retail,Kolkata,987.6,L,,2024.0,1.0
3355,Kids,Basketball,LeBron 20,67.0,7781.4,0.99,5213.54,2025/01/16,Online,Pune,1815.96,,6.0,2025.0,1.0
3356,Women,Soccer,Tiempo Legend,4.0,4957.93,0.0,19831.72,2025/03/13,Online,Mumbai,724.11,M,,2025.0,3.0
3357,Kids,Training,Flex Trainer,4.0,6206.45,0.5,12412.9,2025/04/05,Online,Delhi,678.42,M,,2025.0,4.0
3358,Men,Basketball,Kyrie Flytrap,1.0,7561.85,0.43,4310.25,2024/08/01,Online,Hyderabad,2019.56,M,,2024.0,8.0
3359,Kids,Basketball,LeBron 20,90.0,9362.81,0.99,8426.53,2024/01/09,Retail,Mumbai,2963.03,,,2024.0,1.0
3360,Women,Training,Metcon 7,4.0,2201.54,0.06,8277.79,2024/07/31,Online,Bangalore,304.12,M,,2024.0,7.0
3361,Women,Basketball,LeBron 20,1.0,6970.47,0.0,6970.47,,Retail,Bangalore,3007.91,XL,,,
3362,Men,Lifestyle,Air Force 1,1.0,6009.58,0.0,6009.58,2024/03/10,Retail,Delhi,2730.12,L,,2024.0,3.0
3363,Women,Basketball,Kyrie Flytrap,3.0,9820.5,0.6,11784.6,2025/02/18,Online,Bangalore,39.86,,,2025.0,2.0
3364,Kids,Soccer,Premier III,1.0,2708.73,0.24,2058.63,2024/11/09,Online,Pune,371.86,M,,2024.0,11.0
3365,Kids,Running,Air Zoom,7.0,3424.06,0.95,1198.42,,Retail,Pune,445.03,M,,,
3366,Men,Basketball,LeBron 20,1.0,7660.41,0.0,7660.41,2024/12/15,Retail,Pune,2762.68,M,,2024.0,12.0
2029,Kids,Training,Metcon 7,2.0,6548.87,0.2,10478.19,2024/11/20,Online,Kolkata,3640.6,L,,2024.0,11.0
3368,Women,Training,Flex Trainer,1.0,7363.96,0.0,7363.96,2025/04/14,Retail,Delhi,2027.47,M,,2025.0,4.0
3369,Men,Running,React Infinity,1.0,5103.34,0.05,4848.17,2024/09/27,Online,Kolkata,1247.02,L,,2024.0,9.0
3370,Women,Basketball,Air Jordan,1.0,3328.45,0.0,3328.45,2025/07/05,Retail,Bangalore,1137.54,XL,,2025.0,7.0
3371,Men,Training,Flex Trainer,1.0,2636.01,0.0,2636.01,2025/04/26,Retail,Delhi,2255.43,XL,,2025.0,4.0
3372,Kids,Basketball,Kyrie Flytrap,2.0,6436.11,0.77,2960.61,2025/02/24,Online,Delhi,1088.45,M,,2025.0,2.0
3373,Kids,Training,SuperRep Go,1.0,9671.05,0.76,2321.05,,Retail,Pune,1069.43,,8.0,,
3374,Men,Training,Flex Trainer,4.0,4500.96,0.0,18003.84,2024/12/16,Online,Pune,1905.25,M,,2024.0,12.0
3375,Kids,Running,Free RN,2.0,2134.23,0.0,4268.46,2024/11/22,Online,Bangalore,1647.39,M,,2024.0,11.0
3376,Kids,Soccer,Phantom GT,1.0,9507.54,0.0,9507.54,,Retail,Kolkata,1286.64,,6.0,,
3377,Men,Basketball,Kyrie Flytrap,1.0,7561.85,0.38,4688.35,,Online,Hyderabad,1295.93,M,,,
3378,Kids,Soccer,Phantom GT,1.0,3642.74,0.0,3642.74,,Online,Kolkata,2416.87,XL,,,
3379,Men,Basketball,Air Jordan,2.0,5000.49,0.86,1400.14,2024/10/23,Retail,Pune,3000.14,,,2024.0,10.0
3380,Women,Basketball,Kyrie Flytrap,2.0,2557.29,0.0,5114.58,,Online,Mumbai,3463.32,,,,
3381,Men,Training,ZoomX Invincible,1.0,5690.69,0.0,5690.69,2024/02/23,Retail,Mumbai,2718.47,,,2024.0,2.0
3382,Men,Basketball,LeBron 20,2.0,9187.23,0.0,18374.46,2025/10/01,Retail,Hyderabad,1710.15,XL,,2025.0,10.0
3383,Women,Lifestyle,Air Force 1,1.0,7312.38,0.0,7312.38,2024/12/08,Retail,Bangalore,3793.87,XL,,2024.0,12.0
3384,Women,Basketball,Air Jordan,1.0,9871.75,0.27,7206.38,2025/07/22,Retail,Bangalore,144.65,,10.0,2025.0,7.0
3385,Men,Training,ZoomX Invincible,1.0,9019.91,0.0,9019.91,2025/03/21,Online,Hyderabad,643.93,,,2025.0,3.0
3386,Women,Soccer,Phantom GT,119.0,9212.82,0.99,10963.26,2024/10/16,Retail,Hyderabad,3827.83,,8.0,2024.0,10.0
3387,Men,Soccer,Phantom GT,4.0,5259.05,0.99,0.0,2025/06/21,Retail,Bangalore,2821.58,,10.0,2025.0,6.0
3388,Women,Running,Free RN,1.0,4042.33,0.0,4042.33,2025/03/05,Online,Pune,1915.52,,7.0,2025.0,3.0
3389,Women,Running,Air Zoom,3.0,9764.91,0.0,29294.73,2025/04/04,Online,Mumbai,3491.49,M,,2025.0,4.0
2044,Kids,Soccer,Premier III,3.0,2068.95,0.81,1179.3,,Retail,Delhi,182.98,XL,,,
3391,Women,Soccer,Mercurial Superfly,2.0,4301.85,0.0,8603.7,2023/11/14,Retail,Hyderabad,1628.31,M,,2023.0,11.0
3392,Kids,Lifestyle,Dunk Low,1.0,6202.99,0.0,6202.99,,Online,Pune,433.47,,,,
3393,Kids,Basketball,Air Jordan,4.0,3285.52,0.68,4205.47,2025/06/08,Online,Bangalore,1329.32,M,,2025.0,6.0
3394,Kids,Lifestyle,Dunk Low,1.0,6202.99,0.0,6202.99,2024/11/03,Online,Hyderabad,2396.11,XL,,2024.0,11.0
3395,Women,Running,Free RN,3.0,2149.28,0.0,6447.84,2025/01/15,Online,Mumbai,3069.77,L,,2025.0,1.0
3396,Kids,Running,Free RN,1.0,6325.01,0.0,6325.01,,Retail,Bangalore,1047.8,L,,,
3397,Women,Lifestyle,Dunk Low,1.0,9972.81,0.0,9972.81,,Online,Mumbai,3478.84,M,,,
3398,Men,Basketball,LeBron 20,2.0,2082.49,0.0,4164.98,2023/08/27,Retail,Kolkata,415.57,XL,,2023.0,8.0
3399,Women,Basketball,LeBron 20,1.0,4507.45,0.0,4507.45,2025/11/02,Online,Hyderabad,1021.01,,6.0,2025.0,11.0
3400,Kids,Lifestyle,Waffle One,1.0,7949.83,0.23,6121.37,2024/11/10,Retail,Hyderabad,703.25,M,,2024.0,11.0
3401,Kids,Basketball,Zoom Freak,2.0,4656.28,0.0,9312.56,,Retail,Kolkata,3834.84,M,,,
3402,Women,Running,Pegasus Turbo,1.0,9706.84,0.03,9415.63,,Online,Pune,229.84,,,,
3403,Kids,Training,Flex Trainer,1.0,4276.36,0.0,4276.36,2024/10/30,Retail,Pune,200.19,M,,2024.0,10.0
3404,Kids,Basketball,Zoom Freak,1.0,4656.28,0.0,4656.28,2025/05/04,Online,Pune,1505.06,XL,,2025.0,5.0
3405,Women,Lifestyle,Dunk Low,53.0,9986.17,0.99,5292.67,2025/01/04,Online,Kolkata,1861.72,M,,2025.0,1.0
3406,Women,Basketball,Zoom Freak,187.0,5075.22,0.99,9490.66,2024/08/19,Online,Bangalore,3314.92,,10.0,2024.0,8.0
3407,Women,Lifestyle,Air Force 1,1.0,5704.39,0.99,57.04,2025/01/18,Retail,Delhi,4.1,,11.0,2025.0,1.0
3408,Men,Basketball,Air Jordan,1.0,6235.71,0.0,6235.71,2025/02/28,Retail,Delhi,1675.58,XL,,2025.0,2.0
3409,Kids,Running,Air Zoom,1.0,6312.01,0.3,4418.41,2024/08/09,Retail,Delhi,1106.07,M,,2024.0,8.0
3410,Kids,Running,Free RN,3.0,2010.07,0.0,6030.21,2025/01/01,Retail,Hyderabad,2396.55,,,2025.0,1.0
3411,Kids,Soccer,Mercurial Superfly,1.0,8482.43,0.0,8482.43,,Retail,Pune,970.59,,9.0,,
3412,Men,Training,Flex Trainer,1.0,6983.68,0.0,6983.68,,Online,Hyderabad,2789.29,XL,,,
3413,Kids,Soccer,Phantom GT,2.0,9507.54,0.0,19015.08,2023/07/31,Online,Hyderabad,2752.65,XL,,2023.0,7.0
3414,Men,Lifestyle,Dunk Low,4.0,9996.22,0.0,39984.88,2025/01/21,Online,Mumbai,520.63,,7.0,2025.0,1.0
3415,Kids,Basketball,Air Jordan,1.0,6165.08,0.0,6165.08,2024/03/06,Online,Hyderabad,426.97,L,,2024.0,3.0
3416,Men,Soccer,Phantom GT,1.0,8954.59,0.33,5999.58,2025/04/06,Retail,Hyderabad,819.45,XL,,2025.0,4.0
3417,Men,Basketball,LeBron 20,1.0,5700.61,0.0,5700.61,2025/03/30,Online,Kolkata,409.81,XL,,2025.0,3.0
3418,Men,Soccer,Tiempo Legend,1.0,2786.84,0.99,0.0,,Retail,Bangalore,639.28,M,,,
3419,Kids,Training,SuperRep Go,4.0,9671.05,0.92,3094.74,,Online,Mumbai,1180.16,,,,
3420,Women,Soccer,Premier III,1.0,3395.24,0.0,3395.24,,Online,Delhi,1266.29,,,,
3421,Women,Basketball,Zoom Freak,1.0,5075.22,0.0,5075.22,2024/07/12,Online,Hyderabad,242.44,L,,2024.0,7.0
3422,Kids,Training,Metcon 7,2.0,3197.01,0.0,6394.02,2024/01/18,Retail,Hyderabad,2432.76,XL,,2024.0,1.0
3423,Kids,Basketball,Kyrie Flytrap,2.0,6436.11,0.0,12872.22,2024/06/08,Retail,Mumbai,106.0,L,,2024.0,6.0
3424,Women,Training,SuperRep Go,1.0,7007.84,0.32,4765.33,2025/11/02,Online,Mumbai,1955.19,M,,2025.0,11.0
3425,Women,Lifestyle,Dunk Low,1.0,2276.09,0.0,2276.09,2024/07/25,Online,Kolkata,2342.64,,,2024.0,7.0
3426,Men,Running,Free RN,110.0,8124.38,0.99,8936.82,,Online,Delhi,3119.24,L,,,
3427,Men,Running,Pegasus Turbo,1.0,4322.06,0.0,4322.06,,Retail,Mumbai,2741.85,,8.0,,
3428,Women,Basketball,Air Jordan,1.0,2825.86,0.23,2175.91,2024/03/12,Online,Bangalore,625.3,,6.0,2024.0,3.0
3429,Men,Soccer,Premier III,1.0,3493.04,0.0,3493.04,2025/06/07,Retail,Delhi,77.97,,10.0,2025.0,6.0
3430,Men,Training,Flex Trainer,1.0,7036.03,0.0,7036.03,,Online,Bangalore,890.2,M,,,
3431,Women,Training,Metcon 7,1.0,2201.54,0.96,88.06,2024/01/10,Retail,Delhi,3816.31,L,,2024.0,1.0
3432,Kids,Basketball,Kyrie Flytrap,1.0,6436.11,0.0,6436.11,2025/03/06,Online,Kolkata,640.44,XL,,2025.0,3.0
2028,Kids,Lifestyle,Waffle One,18.0,7949.83,0.95,7154.85,2025/02/01,Online,Delhi,2511.65,XL,,2025.0,2.0
3434,Kids,Basketball,Air Jordan,1.0,8741.65,0.0,8741.65,2024/10/21,Online,Delhi,570.25,XL,,2024.0,10.0
3435,Men,Training,SuperRep Go,4.0,6819.78,0.0,27279.12,,Online,Delhi,2936.54,,,,
3436,Kids,Soccer,Mercurial Superfly,1.0,8482.43,0.0,8482.43,2025/06/11,Retail,Bangalore,2107.65,L,,2025.0,6.0
3437,Kids,Soccer,Tiempo Legend,1.0,5553.88,0.0,5553.88,2024/05/10,Retail,Mumbai,113.52,M,,2024.0,5.0
3438,Women,Soccer,Phantom GT,3.0,3883.92,0.18,9554.44,2024/05/09,Retail,Hyderabad,1669.74,,7.0,2024.0,5.0
2043,Kids,Running,React Infinity,2.0,5395.6,0.06,10143.73,2025/03/07,Online,Delhi,2992.96,,6.0,2025.0,3.0
3440,Kids,Lifestyle,Waffle One,3.0,7949.83,0.0,23849.49,,Online,Mumbai,510.72,M,,,
3441,Kids,Running,Free RN,2.0,9313.98,0.0,18627.96,2025/08/05,Retail,Delhi,3301.27,,12.0,2025.0,8.0
3442,Kids,Basketball,Zoom Freak,4.0,4656.28,0.0,18625.12,2025/01/21,Online,Mumbai,3129.5,XL,,2025.0,1.0
3443,Kids,Basketball,Zoom Freak,3.0,2989.01,0.0,8967.03,,Retail,Mumbai,3549.06,,8.0,,
3444,Men,Basketball,LeBron 20,1.0,7660.41,0.0,7660.41,2025/07/04,Online,Kolkata,382.31,L,,2025.0,7.0
3445,Men,Lifestyle,Blazer Mid,1.0,4693.81,0.0,4693.81,,Retail,Bangalore,3658.04,,10.0,,
3446,Men,Lifestyle,Dunk Low,1.0,6537.29,0.0,6537.29,2024/07/09,Retail,Bangalore,1680.5,,8.0,2024.0,7.0
3447,Women,Basketball,LeBron 20,1.0,6970.47,0.0,6970.47,2025/05/14,Retail,Hyderabad,1860.15,M,,2025.0,5.0
2038,Kids,Lifestyle,Air Force 1,1.0,7609.9,0.05,7229.4,,Online,Delhi,788.86,,,,
3449,Men,Training,ZoomX Invincible,1.0,5690.69,0.25,4268.02,2025/02/21,Retail,Delhi,1586.59,,,2025.0,2.0
3450,Men,Running,React Infinity,3.0,3055.79,0.0,9167.37,2024/01/16,Retail,Bangalore,904.82,M,,2024.0,1.0
3451,Men,Training,SuperRep Go,1.0,6819.78,0.0,6819.78,2025/07/05,Retail,Mumbai,720.76,,7.0,2025.0,7.0
3452,Men,Training,SuperRep Go,1.0,6819.78,0.0,6819.78,2024/05/08,Online,Delhi,1239.11,,11.0,2024.0,5.0
3453,Kids,Soccer,Phantom GT,3.0,2033.28,0.0,6099.84,2024/05/12,Retail,Delhi,2003.05,,,2024.0,5.0
3454,Kids,Basketball,Zoom Freak,2.0,4656.28,0.0,9312.56,,Online,Delhi,2313.95,XL,,,
3455,Women,Soccer,Premier III,1.0,5947.51,0.0,5947.51,2025/01/17,Retail,Hyderabad,1352.56,,,2025.0,1.0
3456,Women,Basketball,Air Jordan,1.0,3011.32,0.0,3011.32,,Online,Delhi,2531.22,,12.0,,
3457,Women,Training,Flex Trainer,8.0,7363.96,0.81,11193.22,2025/02/24,Online,Pune,3777.72,,11.0,2025.0,2.0
3458,Women,Running,Pegasus Turbo,1.0,8016.24,0.83,1362.76,2025/01/22,Online,Mumbai,257.87,,,2025.0,1.0
3459,Men,Lifestyle,Blazer Mid,1.0,6100.23,0.0,6100.23,2025/03/27,Retail,Hyderabad,2745.91,,,2025.0,3.0
3460,Women,Running,React Infinity,1.0,5403.67,0.0,5403.67,,Online,Pune,1372.6,XL,,,
2004,Kids,Running,Free RN,1.0,2010.07,0.0,2010.07,,Online,Hyderabad,2588.88,,10.0,,
3462,Women,Basketball,Kyrie Flytrap,3.0,2610.98,0.0,7832.94,2024/12/21,Retail,Bangalore,274.97,,,2024.0,12.0
3463,Women,Soccer,Phantom GT,1.0,3883.92,0.0,3883.92,2025/02/24,Retail,Pune,1853.7,,12.0,2025.0,2.0
3464,Kids,Training,Flex Trainer,1.0,3362.64,0.0,3362.64,,Online,Bangalore,1587.01,XL,,,
3465,Men,Lifestyle,Dunk Low,2.0,6537.29,0.0,13074.58,2023/11/29,Online,Delhi,1698.7,,,2023.0,11.0
3466,Men,Basketball,Kyrie Flytrap,2.0,6498.22,0.5,6498.22,2024/10/24,Retail,Mumbai,360.53,,,2024.0,10.0
3467,Men,Lifestyle,Air Force 1,2.0,6009.58,0.0,12019.16,2025/03/13,Online,Bangalore,1472.83,M,,2025.0,3.0
3468,Men,Soccer,Phantom GT,4.0,9577.99,0.93,2681.84,,Online,Kolkata,259.93,,,,
3469,Kids,Running,Air Zoom,1.0,4590.24,0.0,4590.24,2024/10/01,Online,Mumbai,3792.66,,10.0,2024.0,10.0
3470,Kids,Soccer,Tiempo Legend,1.0,5553.88,0.0,5553.88,2025/11/02,Online,Kolkata,284.96,M,,2025.0,11.0
3471,Kids,Lifestyle,Waffle One,1.0,5637.46,0.0,5637.46,2025/02/04,Retail,Kolkata,364.01,L,,2025.0,2.0
3472,Men,Basketball,Air Jordan,1.0,6235.71,0.0,6235.71,2024/08/31,Online,Hyderabad,1750.67,XL,,2024.0,8.0
3473,Kids,Soccer,Premier III,4.0,3551.05,0.0,14204.2,2024/12/05,Online,Delhi,63.47,M,,2024.0,12.0
3474,Women,Basketball,LeBron 20,2.0,6506.07,0.0,13012.14,,Retail,Hyderabad,3969.54,M,,,
3475,Kids,Soccer,Tiempo Legend,1.0,2120.44,0.0,2120.44,2024/07/29,Online,Mumbai,2996.47,L,,2024.0,7.0
3476,Men,Training,Flex Trainer,2.0,3891.22,0.37,4902.94,2025/06/25,Retail,Mumbai,1881.61,,11.0,2025.0,6.0
3477,Men,Basketball,Air Jordan,2.0,4135.26,0.0,8270.52,2025/04/25,Online,Delhi,1691.28,M,,2025.0,4.0
3478,Kids,Training,Flex Trainer,1.0,4276.36,0.0,4276.36,2025/05/17,Retail,Mumbai,2192.68,,9.0,2025.0,5.0
3479,Women,Training,ZoomX Invincible,4.0,7978.89,0.0,31915.56,2024/09/16,Retail,Mumbai,1909.78,XL,,2024.0,9.0
3480,Kids,Running,Free RN,4.0,2917.45,0.0,11669.8,,Online,Bangalore,2872.75,M,,,
3481,Women,Lifestyle,Air Force 1,4.0,7312.38,0.0,29249.52,2023/10/15,Online,Bangalore,2564.61,XL,,2023.0,10.0
3482,Men,Soccer,Mercurial Superfly,1.0,6196.01,0.0,6196.01,2024/08/19,Online,Hyderabad,1660.47,M,,2024.0,8.0
3483,Men,Lifestyle,Air Force 1,4.0,4733.92,0.0,18935.68,2024/12/04,Online,Kolkata,738.19,L,,2024.0,12.0
3484,Kids,Lifestyle,Dunk Low,2.0,2638.44,0.0,5276.88,2024/08/18,Online,Bangalore,1395.41,,12.0,2024.0,8.0
3485,Women,Lifestyle,Dunk Low,2.0,9936.94,0.0,19873.88,2024/12/14,Retail,Hyderabad,1722.38,,,2024.0,12.0
3486,Kids,Training,SuperRep Go,4.0,9671.05,0.0,38684.2,2024/10/14,Retail,Delhi,1451.77,L,,2024.0,10.0
3487,Men,Lifestyle,Dunk Low,4.0,3240.99,0.42,7519.1,2025/05/28,Online,Hyderabad,2927.35,M,,2025.0,5.0
3488,Women,Soccer,Tiempo Legend,4.0,4957.93,0.0,19831.72,2025/03/12,Online,Kolkata,86.25,XL,,2025.0,3.0
3489,Kids,Running,React Infinity,2.0,7557.71,0.0,15115.42,2025/04/04,Online,Mumbai,1734.72,,8.0,2025.0,4.0
3490,Men,Running,Free RN,32.0,7086.7,0.98,4535.49,2025/07/08,Online,Delhi,1591.77,L,,2025.0,7.0
3491,Men,Soccer,Premier III,1.0,3493.04,0.39,2130.75,2024/10/19,Online,Mumbai,473.94,XL,,2024.0,10.0
2018,Women,Soccer,Phantom GT,1.0,3883.92,0.0,3883.92,2024/11/13,Online,Bangalore,777.58,,6.0,2024.0,11.0
3493,Men,Lifestyle,Dunk Low,17.0,9446.34,0.99,1605.88,,Online,Bangalore,568.71,,,,
3494,Kids,Running,Pegasus Turbo,14.0,5653.14,0.87,10288.71,2024/09/17,Retail,Pune,3566.05,,,2024.0,9.0
3495,Women,Basketball,LeBron 20,1.0,6970.47,0.0,6970.47,2024/08/13,Retail,Pune,3572.8,M,,2024.0,8.0
3496,Men,Running,Air Zoom,3.0,7143.23,0.77,4928.83,2024/10/08,Retail,Delhi,786.91,M,,2024.0,10.0
3497,Women,Basketball,Zoom Freak,2.0,8688.92,0.0,17377.84,2024/08/12,Online,Mumbai,1878.22,L,,2024.0,8.0
3498,Women,Training,SuperRep Go,1.0,8797.69,0.0,8797.69,2024/10/09,Retail,Pune,910.3,M,,2024.0,10.0
3499,Women,Training,ZoomX Invincible,1.0,5864.29,0.0,5864.29,2025/03/30,Retail,Kolkata,357.03,,,2025.0,3.0
3500,Kids,Lifestyle,Blazer Mid,1.0,5471.81,0.56,2407.6,2025/03/25,Retail,Kolkata,361.86,L,,2025.0,3.0
3501,Men,Lifestyle,Blazer Mid,1.0,7662.11,0.99,0.0,2024/11/09,Retail,Mumbai,2016.85,,,2024.0,11.0
3502,Men,Lifestyle,Blazer Mid,15.0,6418.29,0.89,10590.18,2023/11/09,Online,Delhi,3665.75,L,,2023.0,11.0
